,band_singer,singer_url,active_years
23,"['Christina Aguilera', ""Lil' Kim"", 'Mýa', 'Pink']","['/wiki/Christina_Aguilera', '/wiki/Lil%27_Kim', '/wiki/M%C3%BDa', '/wiki/Pink_(singer)']",1993–present 1994–present 1996–present 1995–present
24,['Outkast'],['/wiki/Outkast'],1992
25,['Jennifer Lopez'],['/wiki/Jennifer_Lopez'],1986–present
26,['Faith Hill'],['/wiki/Faith_Hill'],1993–present
27,['Dream'],['/wiki/Dream_(American_group)'],1998–2003 2015–2016
28,['Crazy Town'],['/wiki/Crazy_Town'],1995-2003 2007-present
29,"['Ja Rule', ""Lil' Mo"", 'Vita']","['/wiki/Ja_Rule', '/wiki/Lil%27_Mo', '/wiki/Vita_(rapper)']",1994 1994 1998–present 1998–present
30,['Mary J. Blige'],['/wiki/Mary_J._Blige'],1988–present
31,['Lee Ann Womack'],['/wiki/Lee_Ann_Womack'],1996–present
32,"['Moby', 'Gwen Stefani']","['/wiki/Moby', '/wiki/Gwen_Stefani']",1983–present 1986–present
33,['Madonna'],['/wiki/Madonna'],1979–present
34,['Missy Elliott'],['/wiki/Missy_Elliott'],1991–present
35,['K-Ci & JoJo'],['/wiki/K-Ci_%26_JoJo'],1996–present
36,['Craig David'],['/wiki/Craig_David'],1997–present
37,['Janet Jackson'],['/wiki/Janet_Jackson'],1974–present
38,['Creed'],['/wiki/Creed_(band)'],1994–2004 2009–2012
39,['Mýa'],['/wiki/M%C3%BDa'],1996–present
40,['O-Town'],['/wiki/O-Town'],2000–2003 2013–present
41,"[""Destiny's Child""]",['/wiki/Destiny%27s_Child'],1990–2006
42,['Nelly Furtado'],['/wiki/Nelly_Furtado'],1996–present
43,['3 Doors Down'],['/wiki/3_Doors_Down'],1996–present
44,"['R. Kelly', 'Jay-Z']","['/wiki/R._Kelly', '/wiki/Jay-Z']",1989–2019 1986–present
45,['Sugar Ray'],['/wiki/Sugar_Ray'],1986–present
46,['Aerosmith'],['/wiki/Aerosmith'],1970–present
47,['Jagged Edge'],['/wiki/Jagged_Edge_(American_group)'],1995–present
48,['Case'],['/wiki/Case_(singer)'],1992–present
49,['Ginuwine'],['/wiki/Ginuwine'],1991–present
50,['NSYNC'],['/wiki/NSYNC'],1995–2002
51,['Jay-Z'],['/wiki/Jay-Z'],1986–present
52,"[""Lil' Mo"", 'Fabolous']","['/wiki/Lil%27_Mo', '/wiki/Fabolous']",1998–present 1997–present
53,['Evan and Jaron'],['/wiki/Evan_and_Jaron'],
54,"['Ricky Martin', 'Christina Aguilera']","['/wiki/Ricky_Martin', '/wiki/Christina_Aguilera']",1984–present 1993–present
55,['Jay-Z'],['/wiki/Jay-Z'],1986–present
56,"['Missy Elliott', 'Ludacris']","['/wiki/Missy_Elliott', '/wiki/Ludacris']",1991–present 1998–present
57,"['Mystikal', 'Nivea']","['/wiki/Mystikal', '/wiki/Nivea_(singer)']",1991–2004 2010–present 2000–present
58,['Enya'],['/wiki/Enya'],1980–present
59,['Toya'],['/wiki/Toya_(singer)'],2000-present
60,['S Club 7'],['/wiki/S_Club_7'],1998–2003 2014–2015 2023
61,['Tamia'],['/wiki/Tamia'],1994–present
62,['Jessica Simpson'],['/wiki/Jessica_Simpson'],1993–present
63,['Sunshine Anderson'],['/wiki/Sunshine_Anderson'],1999–present
64,['Dave Matthews Band'],['/wiki/Dave_Matthews_Band'],1991–present
65,['Faith Hill'],['/wiki/Faith_Hill'],1993–present
66,['Musiq Soulchild'],['/wiki/Musiq_Soulchild'],1995–present
67,['112'],['/wiki/112_(band)'],1993–present 1993–present
68,['3LW'],['/wiki/3LW'],1999–2007
69,['Nelly Furtado'],['/wiki/Nelly_Furtado'],1996–present
70,['Brooks & Dunn'],['/wiki/Brooks_%26_Dunn'],1990–2010 2015–present
71,['Jennifer Lopez'],['/wiki/Jennifer_Lopez'],1986–present
72,['Lonestar'],['/wiki/Lonestar'],1992–present
73,"[""Lil' Romeo""]",['/wiki/Romeo_Miller'],2000–present
74,['U2'],['/wiki/U2'],1976–present
75,['Blake Shelton'],['/wiki/Blake_Shelton'],2001–present
76,['Ludacris'],['/wiki/Ludacris'],1998–present
77,['Tim McGraw'],['/wiki/Tim_McGraw'],1990–present
78,"['Ja Rule', 'Case']","['/wiki/Ja_Rule', '/wiki/Case_(singer)']",1994 1994 1992–present
79,"['Mariah Carey', 'Cameo']","['/wiki/Mariah_Carey', '/wiki/Cameo_(band)']",1988–present 1974–2001 2016–present
80,"['The Isley Brothers', 'R. Kelly', 'Chanté Moore']","['/wiki/The_Isley_Brothers', '/wiki/R._Kelly', '/wiki/Chant%C3%A9_Moore']",1954–present 1989–2019 1985–present
81,['Jessica Andrews'],['/wiki/Jessica_Andrews'],1998–2010
82,"['Erick Sermon', 'Marvin Gaye']","['/wiki/Erick_Sermon', '/wiki/Marvin_Gaye']",1987–present 1957–1984
83,['Willa Ford'],['/wiki/Willa_Ford'],1999–present
84,['Kenny Chesney'],['/wiki/Kenny_Chesney'],1988–present
85,['Diamond Rio'],['/wiki/Diamond_Rio'],1982–present
86,['R. Kelly'],['/wiki/R._Kelly'],1989–2019
87,['Travis Tritt'],['/wiki/Travis_Tritt'],1989–present
88,['Trick Daddy'],['/wiki/Trick_Daddy'],1995–present
89,['Eve 6'],['/wiki/Eve_6'],1995
90,['Toby Keith'],['/wiki/Toby_Keith'],1993–present
91,"[""Eden's Crush""]",['/wiki/Eden%27s_Crush'],2000–2002
92,['Debelah Morgan'],['/wiki/Debelah_Morgan'],1994–present
93,['Outkast'],['/wiki/Outkast'],1992
94,['Nelly'],['/wiki/Nelly'],1993–present
95,['3 Doors Down'],['/wiki/3_Doors_Down'],1996–present
96,['Pink'],['/wiki/Pink_(singer)'],1995–present
97,"['QB Finest', 'Nas', 'Bravehearts']","['/wiki/QB_Finest', '/wiki/Nas', '/wiki/Bravehearts']",1991–present 1998–2008
98,['Enrique Iglesias'],['/wiki/Enrique_Iglesias'],1995–present
99,['Fuel'],['/wiki/Fuel_(band)'],1989–present
